TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG
0.751,0.71,0.037,0.409,0.339
0.842,0.814,0.299,0.681,0.596
0.727,0.662,0.222,0.454,0.426
0.512,0.484,0.053,0.296,0.532
0.792,0.749,0.239,0.598,0.389
0.888,0.777,0.004,0.708,0.505
0.526,0.46,0.054,0.305,0.396
0.745,0.755,0.246,0.552,0.413
0.501,0.46,0.104,0.291,0.474
0.608,0.531,0.067,0.316,0.489
0.334,0.403,0.053,0.178,0.556
0.827,0.812,0.038,0.534,0.575
0.814,0.742,0.165,0.551,0.547
0.748,0.727,0.037,0.558,0.61
0.409,0.464,0.087,0.254,0.27
0.792,0.821,0.088,0.594,0.449
0.825,0.772,0.124,0.511,0.553
0.807,0.76,0.177,0.605,0.586
0.409,0.519,0.099,0.262,0.56
0.891,0.781,0.14,0.683,0.497
0.604,0.64,0.18,0.418,0.349
0.13,0.209,0.041,0.103,0.509
0.594,0.583,0.085,0.343,0.422
0.392,0.503,0.066,0.208,0.512
0.863,0.807,0.154,0.634,0.663
0.552,0.557,0.031,0.33,0.497
0.454,0.517,0.136,0.266,0.614
0.803,0.76,0.131,0.609,0.56
0.94,0.963,0.042,0.475,0.846
0.299,0.337,0.082,0.135,0.276
0.921,0.871,0.059,0.592,0.697
0.396,0.434,0.185,0.222,0.258
0.868,0.854,0.102,0.716,0.723
0.463,0.416,0.101,0.206,0.322
0.51,0.487,0.136,0.305,0.282
0.732,0.754,0.113,0.52,0.458
0.856,0.81,0.09,0.494,0.657
0.902,0.794,0.094,0.739,0.342
0.815,0.734,0.24,0.522,0.411
0.708,0.641,0.05,0.394,0.437
0.243,0.233,0.062,0.051,0.172
0.892,0.901,0.037,0.551,0.661
0.793,0.75,0.184,0.572,0.41
0.848,0.791,0.187,0.635,0.673
0.584,0.687,0.12,0.4,0.559
0.847,0.806,0.12,0.687,0.592
0.682,0.718,0.059,0.479,0.541
0.63,0.523,0.189,0.421,0.166
0.312,0.459,0.076,0.185,0.569
0.784,0.734,0.18,0.591,0.497
0.81,0.751,0.216,0.645,0.443
0.659,0.609,0.063,0.34,0.498
0.85,0.855,0.061,0.558,0.712
0.65,0.653,0.235,0.506,0.446
0.569,0.458,0.449,0.359,0.215
0.855,0.822,0.119,0.542,0.574
0.627,0.576,0.079,0.386,0.503
0.618,0.668,0.068,0.389,0.498
0.876,0.825,0.116,0.764,0.559
0.806,0.751,0.172,0.599,0.471
0.906,0.849,0.104,0.666,0.672
0.864,0.86,0.045,0.536,0.669
0.895,0.805,0.132,0.682,0.639
0.617,0.493,0.132,0.313,0.318
0.868,0.766,0.079,0.664,0.467
0.851,0.801,0.268,0.694,0.52
0.938,0.873,0.007,0.445,0.541
0.924,0.774,0.004,0.721,0.533
0.87,0.77,0.114,0.729,0.373
0.839,0.764,0.145,0.647,0.446
0.871,0.77,0.33,0.705,0.241
0.389,0.541,0.102,0.201,0.572
0.683,0.665,0.107,0.489,0.506
0.851,0.754,0.193,0.649,0.452
0.846,0.835,0.067,0.497,0.654
0.483,0.524,0.06,0.266,0.47
0.876,0.83,0.123,0.691,0.587
0.443,0.512,0.061,0.127,0.611
0.585,0.664,0.206,0.385,0.532
0.941,0.925,0.038,0.527,0.803
0.833,0.802,0.096,0.541,0.685
0.803,0.746,0.156,0.61,0.441
0.306,0.319,0.123,0.133,0.267
0.597,0.664,0.147,0.4,0.393
0.724,0.63,0.144,0.499,0.37
0.625,0.592,0.062,0.403,0.402
0.597,0.476,0.454,0.385,0.176
0.564,0.614,0.112,0.36,0.483
0.692,0.602,0.323,0.496,0.432
0.794,0.738,0.164,0.613,0.395
0.809,0.779,0.167,0.592,0.428
0.844,0.762,0.137,0.66,0.529
0.538,0.487,0.166,0.328,0.315
0.848,0.762,0.089,0.573,0.67
0.816,0.714,0.108,0.557,0.623
0.882,0.846,0.08,0.62,0.709
0.662,0.521,0.203,0.47,0.131
0.497,0.467,0.115,0.285,0.372
0.863,0.847,0.079,0.664,0.705
0.688,0.742,0.092,0.456,0.608
0.853,0.82,0.149,0.689,0.67
0.834,0.784,0.081,0.548,0.664
0.792,0.734,0.213,0.593,0.416
0.731,0.726,0.087,0.512,0.458
0.664,0.629,0.088,0.43,0.464
0.797,0.717,0.092,0.604,0.273
0.463,0.461,0.088,0.275,0.56
0.817,0.687,0.152,0.598,0.366
0.6,0.627,0.112,0.371,0.441
0.8,0.733,0.047,0.45,0.634
0.873,0.797,0.168,0.649,0.684
0.822,0.709,0.349,0.65,0.277
0.917,0.921,0.0,0.783,0.62
0.489,0.502,0.127,0.296,0.324
0.865,0.8,0.115,0.632,0.682
0.893,0.894,0.063,0.612,0.491
0.74,0.712,0.139,0.433,0.529
0.488,0.489,0.147,0.286,0.337
0.517,0.484,0.054,0.27,0.572
0.91,0.775,0.149,0.761,0.476
0.823,0.758,0.181,0.684,0.45
0.337,0.411,0.046,0.163,0.404
0.731,0.694,0.13,0.425,0.577
0.657,0.571,0.15,0.384,0.456
0.588,0.589,0.058,0.376,0.313
0.661,0.674,0.09,0.408,0.508
0.492,0.513,0.204,0.291,0.392
0.603,0.507,0.102,0.314,0.408
0.577,0.578,0.119,0.357,0.239
0.264,0.302,0.086,0.136,0.461
0.834,0.824,0.036,0.562,0.613
0.889,0.797,0.069,0.712,0.378
0.894,0.746,0.385,0.733,0.339
0.89,0.798,0.146,0.688,0.452
0.454,0.504,0.103,0.28,0.511
0.361,0.399,0.026,0.192,0.318
0.139,0.2,0.06,0.054,0.497
0.888,0.902,0.074,0.538,0.774
0.902,0.893,0.067,0.68,0.678
0.701,0.59,0.128,0.498,0.261
0.764,0.713,0.189,0.518,0.422
0.919,0.823,0.067,0.703,0.542
0.832,0.844,0.074,0.572,0.664
0.022,0.0,0.113,0.012,0.163
0.543,0.54,0.067,0.344,0.416
0.775,0.757,0.05,0.462,0.568
0.831,0.87,0.085,0.66,0.682
0.441,0.423,0.09,0.22,0.407
0.847,0.846,0.071,0.587,0.596
0.634,0.637,0.067,0.413,0.283
0.412,0.407,0.086,0.223,0.309
0.414,0.412,0.087,0.204,0.215
0.644,0.688,0.053,0.363,0.434
0.787,0.718,0.207,0.54,0.498
0.58,0.575,0.118,0.383,0.367
0.634,0.615,0.086,0.378,0.458
0.51,0.565,0.057,0.249,0.518
0.808,0.744,0.183,0.623,0.413
0.874,0.861,0.008,0.538,0.506
0.847,0.796,0.164,0.641,0.623
0.662,0.627,0.125,0.468,0.163
0.887,0.872,0.044,0.667,0.63
0.48,0.489,0.093,0.267,0.399
0.654,0.715,0.087,0.436,0.601
0.682,0.729,0.075,0.407,0.512
0.661,0.678,0.131,0.441,0.488
0.828,0.732,0.174,0.671,0.295
0.582,0.579,0.087,0.375,0.324
0.857,0.805,0.199,0.679,0.512
0.626,0.535,0.109,0.317,0.441
0.713,0.903,0.043,0.351,0.767
0.678,0.586,0.317,0.453,0.465
0.27,0.36,0.07,0.149,0.453
0.806,0.749,0.33,0.664,0.361
0.807,0.741,0.188,0.601,0.37
0.785,0.777,0.166,0.565,0.536
0.608,0.581,0.118,0.348,0.506
0.384,0.462,0.12,0.207,0.319
0.772,0.753,0.046,0.461,0.625
0.833,0.786,0.117,0.634,0.494
0.713,0.672,0.047,0.486,0.539
0.86,0.803,0.126,0.653,0.611
0.399,0.556,0.069,0.206,0.59
0.783,0.835,0.017,0.461,0.506
0.872,0.792,0.079,0.609,0.464
0.797,0.771,0.087,0.615,0.488
0.346,0.384,0.035,0.178,0.613
0.805,0.752,0.181,0.61,0.378
0.898,0.765,0.126,0.723,0.556
0.883,0.816,0.161,0.717,0.642
0.721,0.743,0.167,0.506,0.321
0.867,0.918,0.0,0.589,0.854
0.908,0.829,0.094,0.601,0.73
0.607,0.588,0.144,0.389,0.389
0.939,0.883,0.033,0.702,0.529
0.758,0.726,0.361,0.595,0.205
0.825,0.723,0.081,0.634,0.175
0.64,0.666,0.039,0.415,0.569
0.348,0.38,0.061,0.106,0.55
0.457,0.448,0.093,0.261,0.401
0.369,0.425,0.114,0.205,0.458
0.87,0.832,0.082,0.597,0.693
0.353,0.465,0.041,0.199,0.648
0.836,0.808,0.106,0.617,0.547
0.863,0.8,0.06,0.478,0.657
0.844,0.843,0.058,0.56,0.654
0.719,0.766,0.149,0.479,0.45
0.453,0.525,0.116,0.297,0.639
0.301,0.341,0.037,0.202,0.304
0.862,0.681,0.292,0.715,0.304
0.88,0.87,0.07,0.53,0.732
0.525,0.567,0.065,0.283,0.517
0.788,0.744,0.173,0.571,0.447
0.781,0.768,0.053,0.536,0.41
0.44,0.457,0.079,0.242,0.547
0.299,0.289,0.138,0.136,0.339
0.865,0.773,0.094,0.689,0.453
0.55,0.528,0.045,0.349,0.548
0.89,0.824,0.088,0.678,0.687
0.671,0.699,0.078,0.442,0.551
0.893,0.899,0.014,0.719,0.678
0.819,0.755,0.189,0.577,0.562
0.823,0.778,0.201,0.627,0.426
0.826,0.803,0.125,0.609,0.514
0.859,0.835,0.053,0.589,0.783
0.281,0.388,0.028,0.126,0.628
0.746,0.767,0.126,0.54,0.586
0.748,0.672,0.196,0.499,0.242
0.705,0.71,0.135,0.414,0.559
0.677,0.728,0.035,0.549,0.545
0.277,0.271,0.074,0.125,0.206
0.78,0.72,0.246,0.556,0.45
0.785,0.791,0.126,0.571,0.449
0.861,0.831,0.089,0.554,0.649
0.808,0.895,0.141,0.551,0.505
0.699,0.624,0.304,0.532,0.524
0.547,0.497,0.17,0.324,0.402
0.593,0.574,0.099,0.402,0.366
0.84,0.707,0.309,0.655,0.267
0.719,0.786,0.116,0.465,0.45
0.839,0.73,0.169,0.658,0.209
0.796,0.729,0.18,0.617,0.345
0.869,0.818,0.061,0.703,0.598
0.34,0.415,0.24,0.221,0.541
0.846,0.821,0.109,0.618,0.575
0.834,0.846,0.087,0.663,0.58
0.65,0.674,0.244,0.453,0.548
0.82,0.796,0.095,0.559,0.669
0.545,0.473,0.136,0.364,0.405
0.504,0.474,0.123,0.284,0.327
0.915,0.916,0.04,0.542,0.58
0.339,0.38,0.038,0.162,0.301
0.683,0.718,0.052,0.485,0.553
0.899,0.847,0.059,0.726,0.643
0.656,0.604,0.143,0.416,0.658
0.676,0.699,0.084,0.404,0.494
0.523,0.498,0.17,0.316,0.372
0.906,0.892,0.033,0.662,0.565
0.932,0.89,0.043,0.704,0.664
0.798,0.731,0.073,0.495,0.619
0.78,0.676,0.098,0.523,0.601
0.942,0.912,0.098,0.638,0.654
0.703,0.668,0.188,0.478,0.505
0.44,0.4,0.075,0.183,0.396
0.855,0.853,0.11,0.541,0.706
0.287,0.437,0.057,0.16,0.574
0.915,0.819,0.08,0.723,0.563
0.852,0.69,0.182,0.611,0.289
0.891,0.852,0.115,0.672,0.69
0.914,0.914,0.018,0.707,0.666
0.654,0.645,0.098,0.367,0.545
0.658,0.651,0.102,0.423,0.378
0.878,0.819,0.165,0.704,0.712
0.485,0.431,0.238,0.298,0.336
0.927,0.878,0.119,0.691,0.422
0.84,0.886,0.045,0.66,0.63
0.851,0.809,0.139,0.602,0.602
0.825,0.816,0.112,0.602,0.515
0.864,0.736,0.147,0.696,0.389
0.563,0.576,0.062,0.334,0.366
0.601,0.641,0.056,0.406,0.673
0.654,0.729,0.083,0.505,0.423
0.08,0.128,0.077,0.013,0.41
0.809,0.775,0.117,0.592,0.556
0.216,0.259,0.056,0.104,0.267
0.784,0.742,0.117,0.566,0.495
0.606,0.63,0.056,0.381,0.636
0.936,0.952,0.082,0.518,0.745
0.511,0.453,0.189,0.311,0.298
0.786,0.774,0.171,0.592,0.495
0.614,0.641,0.104,0.379,0.459
0.568,0.507,0.078,0.354,0.512
0.831,0.817,0.09,0.529,0.738
0.904,0.857,0.071,0.648,0.774
0.833,0.756,0.239,0.567,0.44
0.426,0.389,0.143,0.225,0.39
0.69,0.72,0.081,0.441,0.55
0.902,0.842,0.198,0.713,0.551
0.776,0.796,0.063,0.486,0.47
0.829,0.771,0.153,0.638,0.566
0.325,0.346,0.064,0.113,0.443
0.688,0.717,0.063,0.404,0.544
0.886,0.782,0.154,0.745,0.324
0.87,0.731,0.409,0.685,0.209
0.651,0.62,0.235,0.455,0.386
0.8,0.9,0.0,0.696,0.745
0.62,0.568,0.135,0.438,0.541
0.523,0.561,0.043,0.263,0.422
0.666,0.654,0.102,0.425,0.569
0.683,0.748,0.047,0.408,0.62
0.475,0.53,0.085,0.28,0.407
0.485,0.444,0.057,0.167,0.518
0.553,0.535,0.042,0.232,0.559
0.584,0.584,0.061,0.381,0.265
0.795,0.746,0.178,0.566,0.405
0.949,0.85,0.083,0.72,0.447
0.444,0.441,0.089,0.247,0.408
0.875,0.82,0.111,0.654,0.702
0.458,0.52,0.125,0.267,0.589
0.566,0.499,0.072,0.365,0.399
0.773,0.892,0.072,0.52,0.611
0.852,0.838,0.019,0.614,0.592
0.273,0.384,0.069,0.132,0.742
0.837,0.716,0.425,0.663,0.33
0.318,0.399,0.047,0.193,0.628
0.832,0.891,0.001,0.583,0.88
0.575,0.56,0.153,0.385,0.377
0.406,0.533,0.05,0.188,0.572
0.825,0.79,0.122,0.653,0.333
0.884,0.885,0.045,0.652,0.803
0.6,0.566,0.134,0.347,0.411
0.319,0.415,0.045,0.118,0.62
0.486,0.539,0.196,0.285,0.396
0.24,0.337,0.048,0.145,0.429
0.878,0.779,0.177,0.667,0.584
0.86,0.783,0.204,0.636,0.584
0.905,0.925,0.03,0.557,0.873
0.599,0.627,0.228,0.435,0.467
0.643,0.682,0.075,0.414,0.474
0.508,0.452,0.145,0.308,0.217
0.439,0.421,0.079,0.227,0.384
0.408,0.462,0.073,0.255,0.288
0.425,0.466,0.089,0.139,0.553
0.262,0.308,0.055,0.127,0.274
0.6,0.652,0.142,0.425,0.384
0.846,0.779,0.153,0.647,0.498
0.834,0.751,0.16,0.546,0.452
0.875,0.816,0.188,0.665,0.482
0.533,0.65,0.058,0.34,0.455
0.798,0.736,0.171,0.603,0.477
0.555,0.609,0.014,0.339,0.505
0.687,0.632,0.071,0.32,0.39
0.856,0.794,0.115,0.647,0.514
0.586,0.636,0.258,0.448,0.551
0.527,0.509,0.103,0.313,0.462
0.8,0.83,0.069,0.431,0.462
0.813,0.759,0.076,0.507,0.657
0.684,0.708,0.069,0.445,0.527
0.308,0.385,0.054,0.16,0.28
0.822,0.724,0.243,0.662,0.279
0.824,0.817,0.032,0.719,0.902
0.882,0.869,0.033,0.611,0.538
0.929,0.877,0.069,0.598,0.697
0.776,0.748,0.202,0.687,0.274
0.281,0.454,0.057,0.184,0.423
0.43,0.508,0.187,0.268,0.69
0.26,0.346,0.055,0.137,0.55
0.303,0.513,0.031,0.145,0.446
0.814,0.762,0.206,0.558,0.506
0.619,0.509,0.056,0.304,0.336
0.489,0.495,0.191,0.317,0.405
0.413,0.392,0.033,0.159,0.431
0.809,0.784,0.128,0.549,0.434
0.892,0.841,0.087,0.469,0.581
0.514,0.525,0.09,0.277,0.367
0.786,0.722,0.135,0.559,0.36
0.878,0.801,0.153,0.693,0.319
0.875,0.797,0.117,0.669,0.636
0.787,0.849,0.219,0.53,0.83
0.624,0.737,0.093,0.457,0.506
0.879,0.889,0.05,0.645,0.801
0.563,0.506,0.108,0.326,0.432
0.865,0.774,0.072,0.637,0.38
0.693,0.65,0.142,0.478,0.542
0.807,0.677,0.166,0.62,0.44
0.814,0.76,0.197,0.643,0.378
0.917,0.863,0.078,0.635,0.587
0.536,0.488,0.148,0.325,0.471
0.902,0.813,0.097,0.709,0.495
0.906,0.806,0.136,0.67,0.437
0.838,0.782,0.204,0.682,0.367
0.23,0.202,0.062,0.048,0.081
0.856,0.84,0.079,0.617,0.518
0.8,0.803,0.128,0.569,0.485
0.522,0.591,0.163,0.239,0.367
0.841,0.911,0.015,0.579,0.84
0.837,0.805,0.086,0.581,0.628
0.551,0.523,0.143,0.325,0.345
0.451,0.409,0.117,0.278,0.456
0.872,0.849,0.068,0.637,0.718
0.641,0.617,0.128,0.47,0.526
0.333,0.321,0.034,0.107,0.361
0.831,0.752,0.129,0.531,0.492
0.585,0.593,0.048,0.328,0.413
0.892,0.833,0.002,0.554,0.651
0.852,0.721,0.16,0.65,0.256
0.796,0.877,0.014,0.455,0.88
0.875,0.788,0.102,0.683,0.622
0.567,0.567,0.04,0.341,0.565
0.656,0.684,0.095,0.461,0.319
0.66,0.671,0.095,0.424,0.477
0.722,0.642,0.214,0.451,0.358
0.743,0.776,0.127,0.549,0.495
0.636,0.657,0.286,0.485,0.554
0.741,0.681,0.147,0.455,0.387
0.587,0.477,0.53,0.344,0.38
0.64,0.638,0.099,0.454,0.37
0.799,0.763,0.087,0.558,0.628
0.801,0.747,0.141,0.607,0.438
0.852,0.877,0.072,0.496,0.705
0.866,0.871,0.076,0.586,0.881
0.296,0.327,0.032,0.126,0.526
0.781,0.745,0.313,0.551,0.322
0.617,0.613,0.145,0.396,0.38
0.884,0.799,0.157,0.668,0.511
0.805,0.785,0.13,0.57,0.562
0.618,0.545,0.183,0.408,0.381
0.763,0.792,0.147,0.536,0.435
0.811,0.762,0.224,0.623,0.398
0.7,0.684,0.045,0.526,0.267
0.587,0.636,0.051,0.375,0.39
0.653,0.594,0.142,0.418,0.587
0.792,0.813,0.103,0.57,0.524
0.039,0.017,0.085,0.02,0.146
0.545,0.513,0.103,0.324,0.489
0.776,0.724,0.218,0.619,0.322
0.864,0.801,0.051,0.458,0.684
0.544,0.485,0.127,0.319,0.389
0.773,0.823,0.021,0.518,0.542
0.807,0.727,0.068,0.599,0.58
0.935,0.886,0.0,0.759,0.518
0.576,0.559,0.083,0.323,0.399
0.595,0.545,0.15,0.333,0.517
0.721,0.663,0.224,0.446,0.574
0.219,0.225,0.052,0.022,0.161
0.895,0.818,0.1,0.679,0.486
0.504,0.503,0.132,0.256,0.646
0.644,0.549,0.259,0.441,0.242
0.569,0.606,0.124,0.387,0.434
0.553,0.676,0.064,0.361,0.595
0.583,0.541,0.041,0.331,0.492
0.834,0.733,0.121,0.648,0.262
0.875,0.71,0.092,0.649,0.383
0.774,0.774,0.122,0.567,0.517
0.894,0.929,0.049,0.573,0.806
0.868,0.793,0.149,0.611,0.583
0.767,0.71,0.056,0.384,0.523
0.598,0.581,0.052,0.344,0.301
0.203,0.255,0.061,0.064,0.045
0.673,0.644,0.14,0.51,0.58
0.802,0.736,0.181,0.598,0.279
0.583,0.467,0.489,0.373,0.226
0.772,0.754,0.055,0.444,0.541
0.431,0.436,0.069,0.264,0.464
0.572,0.58,0.11,0.366,0.378
0.835,0.751,0.2,0.568,0.461
0.38,0.296,0.11,0.157,0.3
0.765,0.704,0.237,0.444,0.511
0.863,0.771,0.182,0.65,0.527
0.365,0.428,0.135,0.197,0.532
0.83,0.739,0.525,0.651,0.324
0.856,0.822,0.109,0.637,0.613
0.873,0.798,0.151,0.696,0.532
0.514,0.463,0.087,0.314,0.405
0.857,0.853,0.053,0.624,0.684
0.331,0.458,0.062,0.162,0.571
0.686,0.655,0.102,0.527,0.598
0.574,0.642,0.061,0.361,0.523
0.874,0.791,0.096,0.642,0.459
0.409,0.522,0.043,0.179,0.498
0.83,0.736,0.124,0.655,0.328
0.872,0.786,0.154,0.739,0.348
0.847,0.745,0.132,0.6,0.512
0.797,0.826,0.084,0.52,0.532
0.606,0.564,0.053,0.283,0.431
0.584,0.623,0.182,0.416,0.474
0.455,0.483,0.068,0.207,0.541
0.657,0.551,0.18,0.476,0.321
0.711,0.588,0.134,0.488,0.349
0.794,0.725,0.182,0.593,0.435
0.843,0.834,0.056,0.619,0.505
0.879,0.835,0.141,0.697,0.449
0.387,0.487,0.049,0.216,0.47
0.885,0.897,0.052,0.533,0.53
0.228,0.38,0.037,0.124,0.666
0.825,0.799,0.151,0.611,0.545
0.174,0.19,0.066,0.071,0.435
0.674,0.574,0.387,0.457,0.38
0.551,0.559,0.054,0.296,0.512
0.88,0.734,0.223,0.695,0.512
0.771,0.761,0.244,0.526,0.324
0.827,0.814,0.095,0.575,0.53
0.692,0.686,0.103,0.5,0.446
0.44,0.645,0.062,0.188,0.694
0.062,0.182,0.018,0.028,0.498
0.642,0.661,0.067,0.425,0.361
0.537,0.531,0.057,0.326,0.563
0.859,0.793,0.194,0.676,0.541
0.444,0.404,0.084,0.195,0.482
0.893,0.78,0.07,0.67,0.459
0.534,0.514,0.074,0.293,0.495
0.654,0.725,0.071,0.387,0.63
0.802,0.714,0.162,0.593,0.435
0.49,0.484,0.059,0.283,0.617
0.929,0.846,0.068,0.645,0.669
0.94,0.91,0.08,0.655,0.694
0.61,0.648,0.11,0.386,0.545
0.586,0.632,0.048,0.362,0.383
0.42,0.482,0.139,0.26,0.494
0.798,0.75,0.234,0.61,0.306
0.833,0.736,0.588,0.653,0.321
0.876,0.859,0.097,0.619,0.703
0.832,0.835,0.094,0.511,0.619
0.475,0.503,0.092,0.297,0.572
0.851,0.832,0.079,0.574,0.559
0.912,0.776,0.161,0.731,0.431
0.853,0.829,0.082,0.624,0.622
0.778,0.779,0.083,0.612,0.565
0.878,0.917,0.025,0.621,0.864
0.61,0.569,0.065,0.296,0.491
0.758,0.715,0.121,0.552,0.443
0.613,0.741,0.115,0.408,0.592
0.268,0.5,0.048,0.168,0.497
0.61,0.62,0.143,0.397,0.42
0.656,0.707,0.095,0.537,0.411
0.672,0.701,0.043,0.422,0.614
0.798,0.759,0.161,0.602,0.491
0.508,0.482,0.052,0.288,0.545
0.338,0.475,0.089,0.168,0.61
0.496,0.456,0.132,0.301,0.432
0.71,0.738,0.176,0.475,0.437
0.689,0.639,0.088,0.463,0.42
0.22,0.33,0.044,0.133,0.446
0.847,0.776,0.11,0.543,0.69
0.814,0.766,0.247,0.594,0.429
0.613,0.727,0.062,0.407,0.649
0.806,0.793,0.102,0.539,0.437
0.335,0.501,0.046,0.164,0.375
0.85,0.849,0.123,0.677,0.657
0.527,0.552,0.038,0.285,0.527
0.818,0.741,0.228,0.629,0.36
0.52,0.525,0.084,0.281,0.383
0.613,0.563,0.061,0.291,0.538
0.89,0.78,0.07,0.642,0.58
0.39,0.369,0.11,0.192,0.328
0.83,0.761,0.145,0.591,0.602
